"","fndRow","",""
"SL18-NL-6-FG1xSL18-LD-2-MG1",607,153,334
"SL18-NL-6-FG1xSL18-LD-3-MG2",608,153,325
"SL18-NL-6-FG1xSL18-NL-2-MG1",609,153,320
"SL18-OI-15-FG3xSA18-CB-4-MG1",610,211,319
"SL18-OI-11-FG3xSL18-CC-1-MG3",611,212,350
"SL18-JS-9-FG2xSL18-LD-9-MG1",612,213,329
"SL18-JS-16-FG3xSL18-NC-10-MG3",613,214,351
"SL18-NC-12-FG3xSL18-OI-15-MG3",614,215,352
"SL18-CC-7-FG2xSL18-JS-9-MG3",615,216,353
"SL18-OI-5-FG5xSA18-CB-7-MG3",616,217,354
"SL18-LL-9-FG2xSA18-CB-4-MG3",617,218,303
"SA18-CB-2-FG3xSL18-CC-6-MG11",618,219,355
"SL18-NC-5-FG2xSL18-LD-1-MG3",619,220,356
"SL18-NL-3-FG3xSA18-CB-10-MG3",620,210,357
"SL18-CC-11-FG3xSL18-NC-12-MG1",621,221,358
"SL18-CC-1-FG2xSL18-OI-16-MG1",622,222,301
"SL18-NC-11-FG1xSL18-NL-2-MG1",623,223,320
"SL18-CC-5-FG2xSA18-CB-10-MG1",624,224,342
"SA18-CB-7-FG1xSL18-CC-8-MG2",625,197,359
"SL18-LD-13-FG2xSL18-LD-13-MG2",626,165,324
"SL18-NL-2-FG3xSL18-NC-10-MG3",627,207,351
"SL18-NL-6-FG2xSA18-CB-1-MG12",628,225,360
"SL18-OI-18-FG1xSL18-NC-10-MG1",629,168,361
"SL18-CC-5-FG3xSL18-OI-14-MG1",630,226,362
"SL18-CC-11-FG3xSL18-CC-3-MG1",631,221,363
"SL18-CC-11-FG3xSA18-CB-3-MG3",632,221,321
"SL18-JS-5-FG2xSL18-NL-2-MG1",633,227,320
"SL18-NL-2-FG2xSA18-CB-3-MG1",634,228,364
"SL18-CC-8-FG1xSL18-JS-5-MG2",635,229,365
"SL18-JS-16-FG1xSL18-CC-4-MG11",636,230,366
"SL18-JS-9-FG2xSL18-CC-7-MG2",637,213,367
"SL18-CC-3-FG3xSL18-JS-5-MG1",638,231,368
"SL18-CC-11-FG3xSL18-JS-16-MG1",639,221,369
"SL18-NC-12-FG2xSA18-CB-4-MG3",640,232,303
"SL18-OD-5-FG1xSL18-CC-8-MG2",641,233,359
"SL18-CC-1-FG3xSL18-OI-9-MG2",642,234,370
"SL18-LD-2-FG4xSL18-JS-5-MG3",643,235,371
"SA18-CB-9-FG1xSL18-JS-5-MG3",644,236,371
"SL18-OD-10-FG1xSL18-JS-5-MG3",645,237,371
"SL18-CC-5-FG1xSL18-JS-9-MG1",646,238,372
"SL18-OI-15-FG1xSA18-CB-2-MG3",647,160,315
"SL18-CC-12-FG3xSL18-OI-15-MG2",648,239,348
"SL18-SF-17-FG2xSL18-NC-1-MG1",649,240,373
"SL18-JS-5-FG1xSL18-LD-2-MG4",650,241,374
"SL18-OD-5-FG3xSA18-CB-1-MG12",651,242,360
"SL18-NL-9-FG5xSL18-NC-15-MG2",652,243,375
"SL18-CC-5-FG3xSL18-JS-5-MG2",653,226,365
"SL18-SF-13-FG1xSA18-CB-7-MG1",654,180,310
"SL18-LL-9-FG6xSA18-CB-10-MG3",655,244,357
"SL18-OI-15-FG2xSA18-CB-2-MG3",656,245,315
"SA18-CB-2-FG3xSL18-NC-9-MG1",657,219,376
"SL18-NL-2-FG3xSA18-CB-4-MG1",658,207,319
"SL18-NC-15-FG3xSL18-NL-2-MG3",659,246,344
"SL18-JS-19-FG2xSL18-CC-6-MG2",660,247,377
"SA18-CB-5-FG4xSL18-CC-1-MG3",661,248,350
"SL18-CC-3-FG1xSL18-JS-6-MG3",662,249,378
"SL18-JS-16-FG1xSL18-LD-2-MG2",663,230,379
"SL18-NC-10-FG1xSL18-NC-5-MG1",664,250,380
"SL18-NC-10-FG3xSL18-LD-2-MG1",665,251,334
"SL18-OI-17-FG4xSL18-JS-6-MG2",666,252,381
"SL18-CC-1-FG2xSL18-OI-16-MG3",667,222,382
"SA18-CB-2-FG3xSL18-OI-2-MG2",668,219,383
"SL18-CC-5-FG3xSL18-JS-19-MG2",669,226,384
"SL18-CC-3-FG2xSA18-CB-10-MG3",670,253,357
"SL18-CC-1-FG1xSL18-OI-16-MG3",671,254,382
"SL18-JS-16-FG3xSL18-OD-6-MG2",672,214,385
"SL18-NC-9-FG3xSL18-NL-10-MG2",673,255,343
"SL18-OI-4-FG2xSL18-NC-15-MG1",674,256,386
"SL18-CC-1-FG3xSL18-OI-5-MG3",675,234,387
"SL18-NC-12-FG2xSL18-OI-16-MG1",676,232,301
"SL18-NL-3-FG3xSL18-JS-16-MG2",677,210,388
"SL18-CC-8-FG2xSL18-JS-5-MG3",678,257,371
"SL18-CC-6-FG3xSL18-NC-15-MG4",679,258,389
"SL18-OI-4-FG2xSL18-JS-19-MG2",680,256,384
"SL18-OI-18-FG1xSL18-OI-17-MG3",681,168,390
"SL18-OI-6-FG2xSA18-CB-4-MG2",682,259,391
"SL18-NC-11-FG1xSA18-CB-10-MG1",683,223,342
"SL18-CC-3-FG1xSL18-JS-5-MG2",684,249,365
"SL18-CC-3-FG2xSL18-OD-6-MG1",685,253,392
"SL18-LD-2-FG2xSL18-SF-19-MG1",686,188,311
"SL18-LD-13-FG2xSA18-CB-7-MG1",687,165,310
"SL18-NL-6-FG1xSA18-CB-7-MG2",688,153,304
"SL18-OI-6-FG2xSL18-LD-2-MG2",689,259,379
"SL18-CC-12-FG3xSL18-OI-15-MG3",690,239,352
"SL18-NC-8-FG3xSL18-OI-15-MG1",691,260,300
"SL18-NC-15-FG3xSL18-JS-19-MG2",692,246,384
"SL18-CC-11-FG3xSL18-NC-2-MG3",693,221,393
"SL18-SF-19-FG5xSL18-NC-8-MG3",694,261,394
"SL18-CC-12-FG2xSL18-OI-15-MG2",695,262,348
"SL18-SF-17-FG2xSA18-CB-1-MG13",696,240,395
"SL18-SF-19-FG4xSL18-NC-5-MG3",697,263,396
"SL18-JS-5-FG2xSL18-OI-9-MG1",698,227,397
"SL18-CC-7-FG3xSA18-CB-3-MG3",699,264,321
"SL18-NC-12-FG3xSA18-CB-4-MG2",700,215,391
"SL18-NL-5-FG1xSA18-CB-7-MG2",701,265,304
"SL18-OI-15-FG3xSL18-NC-2-MG3",702,211,393
"SL18-SF-17-FG2xSL18-OI-4-MG3",703,240,398
"SL18-NC-10-FG3xSL18-NL-5-MG2",704,251,399
"SL18-CC-8-FG2xSL18-LD-9-MG1",705,257,329
"SL18-NC-2-FG2xSL18-JS-19-MG2",706,266,384
"SL18-NL-3-FG3xSL18-NC-9-MG2",707,210,400
"SL18-OI-6-FG3xSL18-CC-11-MG5",708,267,401
"SL18-CC-8-FG1xSL18-OI-7-MG1",709,229,305
"SL18-JS-5-FG1xSL18-OI-14-MG1",710,241,362
"SL18-OI-15-FG1xSL18-SF-15-MG1",711,160,318
"SL18-NC-10-FG1xSL18-OI-11-MG4",712,250,402
"SL18-JS-16-FG1xSL18-CC-1-MG11",713,230,403
"SL18-NL-7-FG4xSL18-JS-5-MG1",714,268,368
"SL18-SF-17-FG2xSA18-CB-7-MG2",715,240,304
"SL18-CC-12-FG2xSL18-JS-6-MG1",716,262,404
"SL18-CC-9-FG3xSL18-JS-9-MG3",717,269,353
"SL18-OI-15-FG3xSL18-LL-9-MG4",718,211,405
"SL18-LL-9-FG5xSA18-CB-10-MG3",719,270,357
"SL18-OI-17-FG1xSL18-JS-5-MG1",720,166,368
"SL18-CC-5-FG2xSL18-NC-10-MG2",721,224,406
"SL18-CC-11-FG3xSL18-OI-5-MG2",722,221,407
"SL18-OI-11-FG3xSL18-NC-2-MG1",723,212,408
"SL18-NC-9-FG2xSL18-JS-11-MG3",724,271,409
"SL18-CC-2-FG4xSA18-CB-10-MG3",725,272,357
"SL18-NC-5-FG1xSL18-NL-9-MG3",726,273,410
"SL18-LD-9-FG4xSL18-OI-6-MG2",727,274,346
"SL18-LD-4-FG3xSA18-CB-4-MG1",728,195,319
"SL18-CC-3-FG2xSL18-OI-11-MG3",729,253,411
"SL18-JS-5-FG2xSA18-CB-3-MG3",730,227,321
"SL18-OI-9-FG4xSA18-CB-1-MG12",731,275,360
"SL18-NC-2-FG3xSL18-OI-4-MG2",732,276,412
"SL18-CC-3-FG2xSA18-CB-4-MG2",733,253,391
"SL18-CC-3-FG3xSL18-NC-11-MG3",734,231,413
"SL18-JS-9-FG2xSL18-LD-9-MG2",735,213,414
"SL18-NC-5-FG2xSL18-JS-11-MG3",736,220,409
"SL18-CC-8-FG1xSL18-OI-18-MG3",737,229,415
"SL18-CC-9-FG3xSL18-JS-16-MG2",738,269,388
"SL18-CC-6-FG3xSL18-JS-9-MG2",739,258,416
"SL18-NC-11-FG1xSL18-JS-19-MG1",740,223,417
"SL18-NC-1-FG3xSL18-NL-5-MG3",741,277,418
"SL18-NL-7-FG4xSA18-CB-1-MG12",742,268,360
"SL18-CC-1-FG1xSL18-NC-15-MG3",743,254,419
"SL18-JS-9-FG3xSA18-CB-10-MG1",744,278,342
"SL18-NL-7-FG4xSL18-CC-7-MG1",745,268,420
"SL18-CC-1-FG1xSL18-CC-4-MG11",746,254,366
"SL18-CC-10-FG5xSA18-CB-4-MG3",747,279,303
"SL18-CC-5-FG2xSL18-NC-9-MG2",748,224,400
"SA18-CB-9-FG1xSL18-JS-19-MG1",749,236,417
"SL18-NL-3-FG1xSL18-OD-3-MG1",750,208,421
"SL18-CC-5-FG3xSA18-CB-1-MG12",751,226,360
"SL18-CC-8-FG2xSL18-NC-5-MG3",752,257,396
"SL18-JS-6-FG3xSA18-CB-5-MG3",753,280,322
"SL18-CC-1-FG3xSL18-OI-7-MG2",754,234,422
"SL18-CC-6-FG3xSL18-OI-14-MG2",755,258,299
"SL18-OI-2-FG4xSL18-OI-14-MG2",756,281,299
"SL18-NC-5-FG1xSL18-JS-5-MG2",757,273,365
"SL18-NC-12-FG2xSA18-CB-3-MG1",758,232,364
"SL18-CC-3-FG3xSL18-OD-6-MG3",759,231,423
"SL18-CC-6-FG2xSL18-OI-14-MG1",760,282,362
"SL18-JS-19-FG3xSA18-CB-3-MG2",761,283,424
"SL18-NC-12-FG2xSL18-NL-5-MG2",762,232,399
"SL18-NC-12-FG3xSL18-OI-7-MG3",763,215,425
"SL18-JS-5-FG1xSA18-CB-1-MG12",764,241,360
"SL18-JS-16-FG3xSA18-CB-4-MG3",765,214,303
"SL18-OI-4-FG2xSA18-CB-7-MG2",766,256,304
"SL18-NC-2-FG2xSA18-CB-3-MG2",767,266,424
"SL18-NL-2-FG3xSL18-JS-16-MG2",768,207,388
"SL18-NC-1-FG1xSL18-NC-12-MG3",769,284,426
"SL18-NC-5-FG1xSL18-OI-9-MG3",770,273,328
"SL18-JS-16-FG3xSL18-OD-5-MG2",771,214,427
"SL18-CC-8-FG3xSL18-NC-11-MG3",772,285,413
"SL18-NC-15-FG3xSL18-CC-1-MG2",773,246,428
"SL18-SF-17-FG2xSL18-NC-12-MG1",774,240,358
"SL18-CC-5-FG2xSL18-NC-10-MG2",775,224,406
"SL18-NC-11-FG1xSL18-CC-1-MG11",776,223,403
"SL18-NL-3-FG1xSA18-CB-7-MG2",777,208,304
"SL18-OI-18-FG1xSL18-OI-9-MG3",778,168,328
"SL18-LL-9-FG2xSA18-CB-5-MG3",779,218,322
"SL18-SF-17-FG2xSA18-CB-7-MG3",780,240,354
"SA18-CB-4-FG6xSL18-JS-6-MG3",781,286,378
"SL18-NC-1-FG1xSL18-OD-5-MG1",782,284,429
"SL18-NL-9-FG3xSA18-CB-7-MG1",783,158,310
"SL18-OI-15-FG1xSL18-SF-15-MG1",784,160,318
"SL18-CC-3-FG1xSL18-JS-11-MG2",785,249,430
"SL18-JS-16-FG1xSL18-NC-5-MG1",786,230,380
"SL18-NC-10-FG1xSL18-OI-11-MG1",787,250,431
"SL18-NC-2-FG2xSL18-OI-6-MG2",788,266,346
"SL18-NC-15-FG1xSL18-CC-7-MG1",789,287,420
"SL18-CC-7-FG3xSL18-NC-10-MG1",790,264,361
"SL18-NC-1-FG3xSL18-OI-9-MG1",791,277,397
"SA18-CB-5-FG6xSL18-CC-6-MG2",792,288,377
"SL18-JS-19-FG3xSL18-OI-17-MG1",793,283,432
"SL18-OI-15-FG1xSL18-OI-4-MG3",794,160,398
"SL18-NC-9-FG2xSL18-OI-17-MG1",795,271,432
"SL18-LL-9-FG4xSL18-OI-18-MG3",796,289,415
"SL18-OI-17-FG4xSL18-CC-7-MG1",797,252,420
"SL18-OI-17-FG1xSL18-OI-4-MG1",798,166,297
"SL18-CC-8-FG2xSL18-OI-16-MG2",799,257,433
"SL18-CC-6-FG2xSL18-OI-11-MG4",800,282,402
"SL18-JS-9-FG3xSA18-CB-10-MG1",801,278,342
"SL18-OI-6-FG3xSL18-JS-6-MG1",802,267,404
"SL18-SF-13-FG2xSL18-JS-11-MG3",803,290,409
"SL18-JS-19-FG3xSL18-LD-13-MG3",804,283,307
"SL18-JS-16-FG3xSL18-OI-16-MG2",805,214,433
"SL18-NC-15-FG3xSL18-OI-7-MG1",806,246,305
"SL18-NL-5-FG5xSL18-CC-3-MG1",807,291,363
"SA18-CB-2-FG3xSL18-CC-2-MG5",808,219,434
"SA18-CB-9-FG1xSL18-OI-7-MG3",809,236,425
"SL18-CC-3-FG1xSL18-OI-16-MG2",810,249,433
"SL18-CC-8-FG1xSL18-NC-8-MG2",811,229,435
"SL18-NC-15-FG3xSL18-CC-1-MG2",812,246,428
"SL18-NL-2-FG2xSA18-CB-1-MG13",813,228,395
"SL18-SF-13-FG2xSA18-CB-2-MG3",814,290,315
"SL18-LD-2-FG2xSL18-SF-19-MG2",815,188,296
"SL18-CC-7-FG2xSA18-CB-7-MG1",816,216,310
"SL18-SF-13-FG2xSL18-JS-9-MG2",817,290,416
"SL18-JS-19-FG2xSA18-CB-10-MG3",818,247,357
"SL18-CC-6-FG1xSL18-JS-5-MG2",819,292,365
"SL18-SF-13-FG1xSL18-LD-13-MG2",820,180,324
"SL18-NL-9-FG5xSL18-JS-9-MG1",821,243,372
"SA18-CB-7-FG1xSL18-OI-5-MG2",822,197,407
"SL18-NC-2-FG3xSL18-CC-7-MG2",823,276,367
"SL18-NL-6-FG1xSA18-CB-7-MG2",824,153,304
"SL18-NC-15-FG1xSA18-CB-10-MG1",825,287,342
"SL18-CC-8-FG3xSL18-OI-7-MG2",826,285,422
"SL18-CC-5-FG1xSL18-JS-5-MG3",827,238,371
"SL18-CC-12-FG2xSL18-LL-9-MG4",828,262,405
"SL18-NL-3-FG1xSL18-OI-7-MG3",829,208,425
"SL18-NC-1-FG1xSL18-NL-6-MG1",830,284,326
"SL18-NC-8-FG1xSL18-CC-6-MG11",831,293,355
"SL18-NL-5-FG1xSL18-OI-14-MG1",832,265,362
"SL18-NC-9-FG3xSA18-CB-4-MG3",833,255,303
"SL18-NC-8-FG1xSL18-NL-7-MG2",834,293,436
"SL18-JS-5-FG2xSL18-OI-5-MG3",835,227,387
"SL18-JS-9-FG3xSL18-LD-1-MG1",836,278,437
"SL18-CC-10-FG4xSL18-NC-2-MG2",837,294,438
"SL18-NC-5-FG3xSL18-OI-2-MG2",838,295,383
"SL18-OI-16-FG2xSL18-OI-18-MG1",839,163,340
"SL18-CC-1-FG2xSL18-NC-11-MG2",840,222,439
"SL18-CC-8-FG3xSL18-NC-8-MG2",841,285,435
"SL18-CC-12-FG3xSL18-NC-11-MG2",842,239,439
"SA18-CB-7-FG1xSL18-LD-1-MG1",843,197,437
"SL18-JS-9-FG3xSL18-LD-9-MG2",844,278,414
"SL18-NC-5-FG3xSL18-NL-2-MG3",845,295,344
"SL18-NC-10-FG3xSA18-CB-3-MG2",846,251,424
