"","fndRow","",""
"SA18-GS-6",102,0,0
"SA18-GS-7",103,0,0
"SA18-GS-8",104,0,0
"SA18-GS-9",105,0,0
"SA18-GS-10",106,0,0
"SA18-GS-11",107,0,0
"SA18-GS-12",108,0,0
"SL18-MD-1",109,0,0
"SL18-MD-2",110,0,0
"SL18-MD-3",111,0,0
"SL18-MD-4",112,0,0
"SL18-MD-5",113,0,0
"SL18-BL-5",114,0,0
"SL18-BL-6",115,0,0
"SL18-BL-7",116,0,0
"SL18-BL-8",117,0,0
"SL18-BL-9",118,0,0
"SL18-BL-10",119,0,0
"SL18-BL-11",120,0,0
"SL18-BL-12",121,0,0
"SL18-BL-13",122,0,0
"SL18-BL-14",123,0,0
"SL18-BL-15",124,0,0
"SL18-BL-16",125,0,0
"SA18-CB-10",126,0,0
"SL18-OI-2",127,0,0
"SL18-OI-7",128,0,0
"SL18-OI-9",129,0,0
"SL18-SF-13",130,0,0
"SL18-SF-17",131,0,0
"SA18-CB-4",132,0,0
"SL18-LD-2",133,0,0
"SA18-CB-7",134,0,0
"SL18-LL-9",135,0,0
"SL18-NC-11",136,0,0
"SL18-OD-5",137,0,0
"SA18-CB-9",138,0,0
"SA18-CB-2",139,0,0
"SA18-CB-5",140,0,0
"SL18-NC-15",141,0,0
"SL18-SF-19",142,0,0
"SL18-OI-14",143,0,0
"SL18-SF-15",144,0,0
"SA18-CB-1",145,0,0
"SA18-CB-3",146,0,0
"SL18-OD-6",147,0,0
"SL18-OD-3",148,0,0
"SA18-CB-10-FG1",149,126,NA
"SL18-LD-10-FG1",150,14,NA
"SL18-NL-6-FG1",151,73,NA
"SL18-LD-10-FG2",152,14,NA
"SL18-NL-9-FG2",153,74,NA
"SL18-OI-11-FG1",154,4,NA
"SL18-OI-15-FG1",155,5,NA
"SL18-OI-16-FG3",156,6,NA
"SL18-LD-13-FG2",157,16,NA
"SL18-OI-17-FG1",158,7,NA
"SL18-OI-17-FG2",159,7,NA
"SL18-OI-18-FG1",160,8,NA
"SL18-OI-18-FG2",161,8,NA
"SL18-OI-18-FG3",162,8,NA
"SL18-OI-18-FG5",163,8,NA
"SL18-OI-18-FG6",164,8,NA
"SL18-OI-2-FG2",165,127,NA
"SL18-LD-1-FG1",166,9,NA
"SL18-OI-2-FG3",167,127,NA
"SL18-OI-6-FG1",168,3,NA
"SL18-OI-7-FG3",169,128,NA
"SL18-OI-9-FG1",170,129,NA
"SL18-SF-13-FG1",171,130,NA
"SL18-LD-1-FG2",172,9,NA
"SL18-SF-17-FG1",173,131,NA
"SL18-SF-17-FG3",174,131,NA
"SA18-CB-10-FG2",175,126,NA
"SL18-LD-1-FG3",176,9,NA
"SA18-CB-4-FG3",177,132,NA
"SL18-LD-2-FG2",178,133,NA
"SL18-LD-3-FG1",179,10,NA
"SL18-LD-3-FG2",180,10,NA
"SL18-LD-4-FG1",181,11,NA
"SL18-LD-4-FG2",182,11,NA
"SL18-LD-4-FG3",183,11,NA
"SL18-LD-5-FG1",184,12,NA
"SA18-CB-7-FG1",185,134,NA
"SL18-LD-9-FG2",186,13,NA
"SL18-LD-9-FG3",187,13,NA
"SL18-LL-9-FG3",188,135,NA
"SL18-NL-10-FG1",189,75,NA
"SL18-NL-10-FG3",190,75,NA
"SL18-NL-2-FG1",191,66,NA
"SL18-NL-2-FG3",192,66,NA
"SL18-NL-3-FG1",193,68,NA
"SL18-NL-3-FG2",194,68,NA
"SL18-NL-3-FG3",195,68,NA
"SL18-OI-11-FG3",196,4,NA
"SL18-JS-16-FG3",197,78,NA
"SL18-OI-5-FG5",198,2,NA
"SL18-CC-1-FG2",199,40,NA
"SL18-NC-11-FG1",200,136,NA
"SL18-CC-5-FG2",201,44,NA
"SL18-CC-5-FG3",202,44,NA
"SL18-CC-11-FG3",203,50,NA
"SL18-JS-16-FG1",204,78,NA
"SL18-NC-12-FG2",205,65,NA
"SL18-OD-5-FG1",206,137,NA
"SL18-CC-1-FG3",207,40,NA
"SA18-CB-9-FG1",208,138,NA
"SL18-CC-5-FG1",209,44,NA
"SL18-CC-12-FG3",210,51,NA
"SL18-SF-17-FG2",211,131,NA
"SL18-JS-5-FG1",212,60,NA
"SL18-OD-5-FG3",213,137,NA
"SL18-LL-9-FG6",214,135,NA
"SL18-OI-15-FG2",215,5,NA
"SA18-CB-2-FG3",216,139,NA
"SA18-CB-5-FG4",217,140,NA
"SL18-CC-3-FG1",218,42,NA
"SL18-NC-10-FG1",219,63,NA
"SL18-OI-17-FG4",220,7,NA
"SL18-CC-3-FG2",221,42,NA
"SL18-CC-1-FG1",222,40,NA
"SL18-OI-4-FG2",223,1,NA
"SL18-CC-8-FG2",224,47,NA
"SL18-OI-6-FG2",225,3,NA
"SL18-CC-12-FG2",226,51,NA
"SL18-NC-10-FG3",227,63,NA
"SL18-OI-6-FG3",228,3,NA
"SL18-CC-8-FG1",229,47,NA
"SL18-CC-9-FG3",230,48,NA
"SL18-NC-9-FG2",231,64,NA
"SL18-LD-9-FG4",232,13,NA
"SL18-OI-9-FG4",233,129,NA
"SL18-NC-5-FG2",234,56,NA
"SL18-CC-6-FG3",235,45,NA
"SL18-NL-7-FG4",236,72,NA
"SL18-CC-3-FG3",237,42,NA
"SL18-CC-6-FG2",238,45,NA
"SL18-JS-19-FG3",239,76,NA
"SL18-NC-1-FG1",240,55,NA
"SL18-NC-15-FG3",241,141,NA
"SL18-LL-9-FG2",242,135,NA
"SA18-CB-4-FG6",243,132,NA
"SA18-CB-5-FG6",244,140,NA
"SL18-JS-9-FG3",245,61,NA
"SL18-SF-13-FG2",246,130,NA
"SL18-JS-19-FG2",247,76,NA
"SL18-CC-6-FG1",248,45,NA
"SL18-NL-5-FG1",249,70,NA
"SL18-NC-8-FG1",250,62,NA
"SL18-JS-5-FG2",251,60,NA
"SL18-CC-10-FG4",252,49,NA
"SL18-NC-5-FG3",253,56,NA
"SL18-OI-16-FG2",254,6,NA
"SL18-SF-19-MG2",255,142,NA
"SL18-OI-4-MG1",256,1,NA
"SL18-OI-11-MG2",257,4,NA
"SL18-OI-14-MG2",258,143,NA
"SL18-OI-15-MG1",259,5,NA
"SL18-OI-16-MG1",260,6,NA
"SL18-SF-17-MG1",261,131,NA
"SA18-CB-7-MG2",262,134,NA
"SL18-NL-3-MG2",263,68,NA
"SA18-CB-7-MG1",264,134,NA
"SL18-SF-19-MG1",265,142,NA
"SL18-SF-15-MG2",266,144,NA
"SA18-CB-2-MG3",267,139,NA
"SL18-NL-5-MG1",268,70,NA
"SL18-SF-15-MG1",269,144,NA
"SA18-CB-4-MG3",270,132,NA
"SA18-CB-5-MG3",271,140,NA
"SL18-LD-13-MG2",272,16,NA
"SL18-LD-3-MG2",273,10,NA
"SL18-NL-6-MG1",274,73,NA
"SL18-SF-17-MG2",275,131,NA
"SL18-SF-13-MG2",276,130,NA
"SL18-OI-9-MG3",277,129,NA
"SL18-LD-10-MG1",278,14,NA
"SL18-LD-9-MG1",279,13,NA
"SL18-NL-2-MG2",280,66,NA
"SL18-LD-2-MG3",281,133,NA
"SL18-LL-9-MG1",282,135,NA
"SL18-OI-7-MG1",283,128,NA
"SL18-LD-2-MG1",284,133,NA
"SA18-CB-1-MG2",285,145,NA
"SL18-LD-1-MG2",286,9,NA
"SL18-NL-9-MG1",287,74,NA
"SA18-CB-2-MG1",288,139,NA
"SA18-CB-4-MG1",289,132,NA
"SL18-LD-5-MG1",290,12,NA
"SL18-OI-18-MG1",291,8,NA
"SL18-LL-9-MG2",292,135,NA
"SL18-LL-9-MG3",293,135,NA
"SA18-CB-10-MG1",294,126,NA
"SA18-CB-3-MG3",295,146,NA
"SL18-NL-10-MG2",296,75,NA
"SL18-NL-2-MG3",297,66,NA
"SL18-SF-13-MG3",298,130,NA
"SL18-OI-6-MG2",299,3,NA
"SL18-NL-9-MG2",300,74,NA
"SL18-OI-15-MG2",301,5,NA
"SL18-SF-17-MG3",302,131,NA
"SL18-NL-7-MG1",303,72,NA
"SL18-SF-13-MG1",304,130,NA
"SA18-CB-2-MG2",305,139,NA
"SL18-NL-2-MG1",306,66,NA
"SL18-CC-1-MG3",307,40,NA
"SL18-NC-10-MG3",308,63,NA
"SA18-CB-7-MG3",309,134,NA
"SL18-OI-14-MG1",310,143,NA
"SL18-CC-3-MG1",311,42,NA
"SL18-CC-4-MG11",312,43,NA
"SL18-JS-16-MG1",313,78,NA
"SL18-CC-8-MG2",314,47,NA
"SL18-OI-9-MG2",315,129,NA
"SL18-JS-5-MG3",316,60,NA
"SL18-JS-9-MG1",317,61,NA
"SL18-NC-1-MG1",318,55,NA
"SL18-LD-2-MG4",319,133,NA
"SA18-CB-1-MG12",320,145,NA
"SL18-JS-5-MG2",321,60,NA
"SA18-CB-10-MG3",322,126,NA
"SL18-NC-9-MG1",323,64,NA
"SL18-JS-6-MG3",324,59,NA
"SL18-LD-2-MG2",325,133,NA
"SL18-NC-5-MG1",326,56,NA
"SL18-JS-6-MG2",327,59,NA
"SL18-OI-16-MG3",328,6,NA
"SL18-OI-2-MG2",329,127,NA
"SL18-JS-19-MG2",330,76,NA
"SL18-OD-6-MG2",331,147,NA
"SL18-NC-15-MG1",332,141,NA
"SA18-CB-4-MG2",333,132,NA
"SL18-OD-6-MG1",334,147,NA
"SL18-OI-15-MG3",335,5,NA
"SL18-NC-2-MG3",336,54,NA
"SA18-CB-1-MG13",337,145,NA
"SL18-OI-4-MG3",338,1,NA
"SL18-NL-5-MG2",339,70,NA
"SL18-NC-9-MG2",340,64,NA
"SL18-CC-11-MG5",341,50,NA
"SL18-OI-11-MG4",342,4,NA
"SL18-JS-9-MG3",343,61,NA
"SL18-NC-10-MG2",344,63,NA
"SL18-NC-2-MG1",345,54,NA
"SL18-JS-11-MG3",346,86,NA
"SL18-OI-11-MG3",347,4,NA
"SL18-OI-18-MG3",348,8,NA
"SL18-JS-9-MG2",349,61,NA
"SL18-NC-15-MG3",350,141,NA
"SL18-JS-19-MG1",351,76,NA
"SL18-OD-3-MG1",352,148,NA
"SL18-NC-5-MG3",353,56,NA
"SA18-CB-3-MG1",354,146,NA
"SL18-OD-6-MG3",355,147,NA
"SA18-CB-3-MG2",356,146,NA
"SL18-NC-12-MG3",357,65,NA
"SL18-CC-1-MG2",358,40,NA
"SL18-NC-12-MG1",359,65,NA
"SL18-JS-11-MG2",360,86,NA
"SL18-CC-6-MG2",361,45,NA
"SL18-OI-17-MG1",362,7,NA
"SL18-CC-7-MG1",363,46,NA
"SL18-JS-6-MG1",364,59,NA
"SL18-LD-13-MG3",365,16,NA
"SL18-CC-2-MG5",366,41,NA
"SL18-OI-7-MG3",367,128,NA
"SL18-OI-16-MG2",368,6,NA
"SL18-NC-8-MG2",369,62,NA
"SL18-LL-9-MG4",370,135,NA
"SL18-NL-7-MG2",371,72,NA
"SL18-OI-5-MG3",372,2,NA
"SL18-NC-2-MG2",373,54,NA
"SL18-NC-11-MG2",374,136,NA
"SL18-LD-1-MG1",375,9,NA
"SA18-CB-10-FG1xSL18-SF-19-MG2",376,149,255
"SL18-LD-10-FG1xSL18-OI-4-MG1",377,150,256
"SL18-NL-6-FG1xSL18-OI-11-MG2",378,151,257
"SL18-NL-6-FG1xSL18-OI-14-MG2",379,151,258
"SL18-NL-6-FG1xSL18-OI-15-MG1",380,151,259
"SL18-NL-6-FG1xSL18-OI-16-MG1",381,151,260
"SL18-NL-6-FG1xSL18-SF-17-MG1",382,151,261
"SL18-NL-6-FG1xSL18-SF-19-MG2",383,151,255
"SL18-LD-10-FG2xSA18-CB-7-MG2",384,152,262
"SL18-LD-10-FG2xSL18-NL-3-MG2",385,152,263
"SL18-NL-9-FG2xSA18-CB-7-MG1",386,153,264
"SL18-NL-9-FG2xSL18-SF-19-MG1",387,153,265
"SL18-OI-11-FG1xSL18-SF-15-MG2",388,154,266
"SL18-OI-15-FG1xSA18-CB-2-MG3",389,155,267
"SL18-OI-15-FG1xSL18-NL-5-MG1",390,155,268
"SL18-OI-15-FG1xSL18-SF-15-MG1",391,155,269
"SL18-OI-16-FG3xSA18-CB-4-MG3",392,156,270
"SL18-OI-16-FG3xSA18-CB-5-MG3",393,156,271
"SL18-LD-13-FG2xSL18-LD-13-MG2",394,157,272
"SL18-OI-16-FG3xSL18-LD-3-MG2",395,156,273
"SL18-OI-16-FG3xSL18-NL-6-MG1",396,156,274
"SL18-OI-16-FG3xSL18-SF-17-MG2",397,156,275
"SL18-OI-17-FG1xSL18-SF-13-MG2",398,158,276
"SL18-OI-17-FG2xSL18-SF-17-MG2",399,159,275
"SL18-OI-18-FG1xSL18-OI-9-MG3",400,160,277
"SL18-OI-18-FG2xSA18-CB-7-MG1",401,161,264
"SL18-OI-18-FG2xSL18-LD-10-MG1",402,161,278
"SL18-OI-18-FG2xSL18-LD-9-MG1",403,161,279
"SL18-OI-18-FG2xSL18-NL-2-MG2",404,161,280
"SL18-OI-18-FG2xSL18-LD-2-MG3",405,161,281
"SL18-OI-18-FG3xSL18-LL-9-MG1",406,162,282
"SL18-OI-18-FG3xSL18-OI-7-MG1",407,162,283
"SL18-OI-18-FG5xSA18-CB-4-MG3",408,163,270
"SL18-OI-18-FG5xSL18-LD-2-MG1",409,163,284
"SL18-OI-18-FG5xSL18-SF-15-MG2",410,163,266
"SL18-OI-18-FG6xSA18-CB-1-MG2",411,164,285
"SL18-OI-18-FG6xSL18-NL-6-MG1",412,164,274
"SL18-OI-2-FG2xSL18-LD-1-MG2",413,165,286
"SL18-LD-1-FG1xSL18-NL-2-MG2",414,166,280
"SL18-OI-2-FG3xSL18-NL-9-MG1",415,167,287
"SL18-OI-2-FG3xSL18-SF-17-MG1",416,167,261
"SL18-OI-6-FG1xSA18-CB-2-MG1",417,168,288
"SL18-OI-6-FG1xSA18-CB-4-MG1",418,168,289
"SL18-OI-6-FG1xSL18-LD-13-MG2",419,168,272
"SL18-OI-6-FG1xSL18-LD-2-MG1",420,168,284
"SL18-OI-6-FG1xSL18-LD-5-MG1",421,168,290
"SL18-LD-1-FG1xSL18-OI-18-MG1",422,166,291
"SL18-OI-6-FG1xSL18-NL-9-MG1",423,168,287
"SL18-OI-6-FG1xSL18-SF-15-MG1",424,168,269
"SL18-OI-6-FG1xSL18-SF-19-MG1",425,168,265
"SL18-OI-7-FG3xSA18-CB-2-MG3",426,169,267
"SL18-OI-9-FG1xSL18-LL-9-MG2",427,170,292
"SL18-SF-13-FG1xSL18-LL-9-MG3",428,171,293
"SL18-LD-1-FG2xSA18-CB-4-MG3",429,172,270
"SL18-SF-17-FG1xSL18-LL-9-MG1",430,173,282
"SL18-SF-17-FG3xSA18-CB-10-MG1",431,174,294
"SL18-SF-17-FG3xSA18-CB-3-MG3",432,174,295
"SL18-SF-17-FG3xSL18-LD-2-MG1",433,174,284
"SL18-SF-17-FG3xSL18-NL-10-MG2",434,174,296
"SL18-SF-17-FG3xSL18-NL-2-MG3",435,174,297
"SL18-SF-17-FG3xSL18-NL-9-MG1",436,174,287
"SL18-SF-17-FG3xSL18-OI-7-MG1",437,174,283
"SL18-SF-17-FG3xSL18-OI-9-MG3",438,174,277
"SA18-CB-10-FG2xSL18-LL-9-MG1",439,175,282
"SL18-LD-1-FG2xSL18-SF-13-MG3",440,172,298
"SL18-LD-1-FG2xSL18-SF-15-MG1",441,172,269
"SL18-LD-1-FG3xSL18-NL-5-MG1",442,176,268
"SL18-LD-1-FG3xSL18-OI-11-MG2",443,176,257
"SL18-LD-1-FG3xSL18-OI-15-MG1",444,176,259
"SL18-LD-1-FG3xSL18-OI-16-MG1",445,176,260
"SL18-LD-1-FG3xSL18-OI-6-MG2",446,176,299
"SL18-LD-1-FG3xSL18-OI-7-MG1",447,176,283
"SL18-LD-1-FG3xSL18-OI-9-MG3",448,176,277
"SA18-CB-4-FG3xSA18-CB-4-MG3",449,177,270
"SL18-LD-1-FG3xSL18-NL-9-MG2",450,176,300
"SL18-LD-1-FG3xSL18-OI-15-MG2",451,176,301
"SL18-LD-2-FG2xSA18-CB-3-MG3",452,178,295
"SL18-LD-2-FG2xSL18-LL-9-MG2",453,178,292
"SL18-LD-2-FG2xSL18-NL-9-MG1",454,178,287
"SL18-LD-2-FG2xSL18-SF-19-MG1",455,178,265
"SL18-LD-3-FG1xSL18-NL-9-MG1",456,179,287
"SL18-LD-3-FG1xSL18-SF-19-MG2",457,179,255
"SL18-LD-3-FG2xSA18-CB-2-MG3",458,180,267
"SL18-LD-3-FG2xSL18-LL-9-MG2",459,180,292
"SL18-LD-3-FG2xSL18-SF-17-MG3",460,180,302
"SL18-LD-4-FG1xSA18-CB-2-MG1",461,181,288
"SL18-LD-4-FG1xSL18-NL-3-MG2",462,181,263
"SL18-LD-4-FG2xSL18-LL-9-MG1",463,182,282
"SL18-LD-4-FG2xSL18-SF-15-MG2",464,182,266
"SL18-LD-4-FG3xSL18-SF-17-MG1",465,183,261
"SL18-LD-5-FG1xSA18-CB-10-MG1",466,184,294
"SA18-CB-7-FG1xSL18-LL-9-MG3",467,185,293
"SL18-LD-9-FG2xSL18-SF-13-MG3",468,186,298
"SL18-LD-9-FG3xSL18-NL-7-MG1",469,187,303
"SL18-LD-9-FG3xSL18-SF-17-MG1",470,187,261
"SL18-LL-9-FG3xSL18-NL-9-MG1",471,188,287
"SL18-NL-10-FG1xSA18-CB-4-MG3",472,189,270
"SL18-NL-10-FG1xSL18-LD-2-MG1",473,189,284
"SL18-LD-10-FG1xSA18-CB-1-MG2",474,150,285
"SL18-NL-10-FG1xSL18-OI-15-MG1",475,189,259
"SL18-NL-10-FG1xSL18-OI-7-MG1",476,189,283
"SL18-NL-10-FG1xSL18-SF-13-MG1",477,189,304
"SL18-NL-10-FG3xSL18-NL-3-MG2",478,190,263
"SL18-NL-2-FG1xSA18-CB-1-MG2",479,191,285
"SL18-NL-2-FG1xSL18-LD-13-MG2",480,191,272
"SL18-NL-2-FG1xSL18-SF-17-MG1",481,191,261
"SL18-NL-2-FG3xSA18-CB-2-MG3",482,192,267
"SL18-NL-2-FG3xSA18-CB-4-MG1",483,192,289
"SL18-NL-2-FG3xSL18-LD-3-MG2",484,192,273
"SL18-NL-2-FG3xSL18-OI-16-MG1",485,192,260
"SL18-NL-3-FG1xSA18-CB-7-MG2",486,193,262
"SL18-NL-3-FG1xSL18-OI-11-MG2",487,193,257
"SL18-NL-3-FG1xSL18-SF-13-MG2",488,193,276
"SL18-NL-3-FG2xSL18-SF-17-MG2",489,194,275
"SL18-NL-3-FG3xSA18-CB-2-MG2",490,195,305
"SL18-LD-10-FG1xSL18-OI-18-MG1",491,150,291
"SL18-NL-6-FG1xSA18-CB-3-MG3",492,151,295
"SL18-NL-6-FG1xSA18-CB-7-MG2",493,151,262
"SL18-NL-6-FG1xSL18-LD-1-MG2",494,151,286
"SL18-NL-6-FG1xSL18-LD-2-MG1",495,151,284
"SL18-NL-6-FG1xSL18-LD-3-MG2",496,151,273
"SL18-NL-6-FG1xSL18-NL-2-MG1",497,151,306
"SL18-OI-11-FG3xSL18-CC-1-MG3",498,196,307
"SL18-JS-16-FG3xSL18-NC-10-MG3",499,197,308
"SL18-OI-5-FG5xSA18-CB-7-MG3",500,198,309
"SL18-CC-1-FG2xSL18-OI-16-MG1",501,199,260
"SL18-NC-11-FG1xSL18-NL-2-MG1",502,200,306
"SL18-CC-5-FG2xSA18-CB-10-MG1",503,201,294
"SL18-LD-13-FG2xSL18-LD-13-MG2",504,157,272
"SL18-CC-5-FG3xSL18-OI-14-MG1",505,202,310
"SL18-CC-11-FG3xSL18-CC-3-MG1",506,203,311
"SL18-CC-11-FG3xSA18-CB-3-MG3",507,203,295
"SL18-JS-16-FG1xSL18-CC-4-MG11",508,204,312
"SL18-CC-11-FG3xSL18-JS-16-MG1",509,203,313
"SL18-NC-12-FG2xSA18-CB-4-MG3",510,205,270
"SL18-OD-5-FG1xSL18-CC-8-MG2",511,206,314
"SL18-CC-1-FG3xSL18-OI-9-MG2",512,207,315
"SA18-CB-9-FG1xSL18-JS-5-MG3",513,208,316
"SL18-CC-5-FG1xSL18-JS-9-MG1",514,209,317
"SL18-OI-15-FG1xSA18-CB-2-MG3",515,155,267
"SL18-CC-12-FG3xSL18-OI-15-MG2",516,210,301
"SL18-SF-17-FG2xSL18-NC-1-MG1",517,211,318
"SL18-JS-5-FG1xSL18-LD-2-MG4",518,212,319
"SL18-OD-5-FG3xSA18-CB-1-MG12",519,213,320
"SL18-CC-5-FG3xSL18-JS-5-MG2",520,202,321
"SL18-SF-13-FG1xSA18-CB-7-MG1",521,171,264
"SL18-LL-9-FG6xSA18-CB-10-MG3",522,214,322
"SL18-OI-15-FG2xSA18-CB-2-MG3",523,215,267
"SA18-CB-2-FG3xSL18-NC-9-MG1",524,216,323
"SL18-NL-2-FG3xSA18-CB-4-MG1",525,192,289
"SA18-CB-5-FG4xSL18-CC-1-MG3",526,217,307
"SL18-CC-3-FG1xSL18-JS-6-MG3",527,218,324
"SL18-JS-16-FG1xSL18-LD-2-MG2",528,204,325
"SL18-NC-10-FG1xSL18-NC-5-MG1",529,219,326
"SL18-OI-17-FG4xSL18-JS-6-MG2",530,220,327
"SL18-CC-1-FG2xSL18-OI-16-MG3",531,199,328
"SA18-CB-2-FG3xSL18-OI-2-MG2",532,216,329
"SL18-CC-5-FG3xSL18-JS-19-MG2",533,202,330
"SL18-CC-3-FG2xSA18-CB-10-MG3",534,221,322
"SL18-CC-1-FG1xSL18-OI-16-MG3",535,222,328
"SL18-JS-16-FG3xSL18-OD-6-MG2",536,197,331
"SL18-OI-4-FG2xSL18-NC-15-MG1",537,223,332
"SL18-NC-12-FG2xSL18-OI-16-MG1",538,205,260
"SL18-CC-8-FG2xSL18-JS-5-MG3",539,224,316
"SL18-OI-4-FG2xSL18-JS-19-MG2",540,223,330
"SL18-OI-6-FG2xSA18-CB-4-MG2",541,225,333
"SL18-CC-3-FG1xSL18-JS-5-MG2",542,218,321
"SL18-CC-3-FG2xSL18-OD-6-MG1",543,221,334
"SL18-LD-2-FG2xSL18-SF-19-MG1",544,178,265
"SL18-LD-13-FG2xSA18-CB-7-MG1",545,157,264
"SL18-OI-6-FG2xSL18-LD-2-MG2",546,225,325
"SL18-CC-12-FG3xSL18-OI-15-MG3",547,210,335
"SL18-CC-11-FG3xSL18-NC-2-MG3",548,203,336
"SL18-CC-12-FG2xSL18-OI-15-MG2",549,226,301
"SL18-SF-17-FG2xSA18-CB-1-MG13",550,211,337
"SL18-SF-17-FG2xSL18-OI-4-MG3",551,211,338
"SL18-NC-10-FG3xSL18-NL-5-MG2",552,227,339
"SL18-CC-8-FG2xSL18-LD-9-MG1",553,224,279
"SL18-NL-3-FG3xSL18-NC-9-MG2",554,195,340
"SL18-OI-6-FG3xSL18-CC-11-MG5",555,228,341
"SL18-CC-8-FG1xSL18-OI-7-MG1",556,229,283
"SL18-JS-5-FG1xSL18-OI-14-MG1",557,212,310
"SL18-NC-10-FG1xSL18-OI-11-MG4",558,219,342
"SL18-SF-17-FG2xSA18-CB-7-MG2",559,211,262
"SL18-CC-9-FG3xSL18-JS-9-MG3",560,230,343
"SL18-CC-5-FG2xSL18-NC-10-MG2",561,201,344
"SL18-OI-11-FG3xSL18-NC-2-MG1",562,196,345
"SL18-NC-9-FG2xSL18-JS-11-MG3",563,231,346
"SL18-LD-9-FG4xSL18-OI-6-MG2",564,232,299
"SL18-CC-3-FG2xSL18-OI-11-MG3",565,221,347
"SL18-OI-9-FG4xSA18-CB-1-MG12",566,233,320
"SL18-CC-3-FG2xSA18-CB-4-MG2",567,221,333
"SL18-NC-5-FG2xSL18-JS-11-MG3",568,234,346
"SL18-CC-8-FG1xSL18-OI-18-MG3",569,229,348
"SL18-CC-6-FG3xSL18-JS-9-MG2",570,235,349
"SL18-NL-7-FG4xSA18-CB-1-MG12",571,236,320
"SL18-CC-1-FG1xSL18-NC-15-MG3",572,222,350
"SL18-CC-1-FG1xSL18-CC-4-MG11",573,222,312
"SL18-CC-5-FG2xSL18-NC-9-MG2",574,201,340
"SA18-CB-9-FG1xSL18-JS-19-MG1",575,208,351
"SL18-NL-3-FG1xSL18-OD-3-MG1",576,193,352
"SL18-CC-5-FG3xSA18-CB-1-MG12",577,202,320
"SL18-CC-8-FG2xSL18-NC-5-MG3",578,224,353
"SL18-CC-6-FG3xSL18-OI-14-MG2",579,235,258
"SL18-NC-12-FG2xSA18-CB-3-MG1",580,205,354
"SL18-CC-3-FG3xSL18-OD-6-MG3",581,237,355
"SL18-CC-6-FG2xSL18-OI-14-MG1",582,238,310
